category_slug,name,slug,sku,description,price,original_value,stock_quantity,cbd_percentage,thc_max,weight_grams,is_available,is_active,is_featured,is_subscribable,image_url
nouveautes,Tangie 30% - Fleur N10 10g,tangie-30-fleur-n10-10g,TV-tangie-30-fleur-n10-10g,"La Tangie 30% révèle une puissance vive sublimée par un parfum d’agrumes. Une fleur N10 intense, idéale pour une détente profonde portée par des notes fruitées.",50,,100,30,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/07/fleur-thv-n10-tangie.webp
nouveautes,Tangie 30% - Fleur N10 20g,tangie-30-fleur-n10-20g,TV-tangie-30-fleur-n10-20g,"La Tangie 30% révèle une puissance vive sublimée par un parfum d’agrumes. Une fleur N10 intense, idéale pour une détente profonde portée par des notes fruitées.",90,,100,30,0.3,20,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/07/fleur-thv-n10-tangie.webp
nouveautes,Tangie 30% - Fleur N10 100g,tangie-30-fleur-n10-100g,TV-tangie-30-fleur-n10-100g,"La Tangie 30% révèle une puissance vive sublimée par un parfum d’agrumes. Une fleur N10 intense, idéale pour une détente profonde portée par des notes fruitées.",420,,100,30,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/07/fleur-thv-n10-tangie.webp
nouveautes,CDC 25% - Résine N10 1g,cdc-25-resine-n10-1g,TV-cdc-25-resine-n10-1g,"La CDC 25% révèle une puissance franche portée par un goût résine intense et authentique. Une résine N10 robuste, idéale pour une détente profonde et assumée.",5,,100,25,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/resine-n10-cdc.webp
nouveautes,CDC 25% - Résine N10 5g,cdc-25-resine-n10-5g,TV-cdc-25-resine-n10-5g,"La CDC 25% révèle une puissance franche portée par un goût résine intense et authentique. Une résine N10 robuste, idéale pour une détente profonde et assumée.",25,,100,25,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/resine-n10-cdc.webp
nouveautes,CDC 25% - Résine N10 10g,cdc-25-resine-n10-10g,TV-cdc-25-resine-n10-10g,"La CDC 25% révèle une puissance franche portée par un goût résine intense et authentique. Une résine N10 robuste, idéale pour une détente profonde et assumée.",50,,100,25,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/resine-n10-cdc.webp
nouveautes,CDC 25% - Résine N10 20g,cdc-25-resine-n10-20g,TV-cdc-25-resine-n10-20g,"La CDC 25% révèle une puissance franche portée par un goût résine intense et authentique. Une résine N10 robuste, idéale pour une détente profonde et assumée.",90,,100,25,0.3,20,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/resine-n10-cdc.webp
nouveautes,CDC 25% - Résine N10 100g,cdc-25-resine-n10-100g,TV-cdc-25-resine-n10-100g,"La CDC 25% révèle une puissance franche portée par un goût résine intense et authentique. Une résine N10 robuste, idéale pour une détente profonde et assumée.",420,,100,25,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/resine-n10-cdc.webp
nouveautes,White Rhino 30% - Fleur N10 1g,white-rhino-30-fleur-n10-1g,TV-white-rhino-30-fleur-n10-1g,"La White Rhino 30% révèle une intensité profonde portée par un caractère puissant et affirmé. Une fleur N10 imposante, idéale pour une détente massive et durable.",6,,100,30,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-white-rhino.webp
nouveautes,White Rhino 30% - Fleur N10 5g,white-rhino-30-fleur-n10-5g,TV-white-rhino-30-fleur-n10-5g,"La White Rhino 30% révèle une intensité profonde portée par un caractère puissant et affirmé. Une fleur N10 imposante, idéale pour une détente massive et durable.",30,,100,30,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-white-rhino.webp
nouveautes,White Rhino 30% - Fleur N10 10g,white-rhino-30-fleur-n10-10g,TV-white-rhino-30-fleur-n10-10g,"La White Rhino 30% révèle une intensité profonde portée par un caractère puissant et affirmé. Une fleur N10 imposante, idéale pour une détente massive et durable.",60,,100,30,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-white-rhino.webp
nouveautes,White Rhino 30% - Fleur N10 20g,white-rhino-30-fleur-n10-20g,TV-white-rhino-30-fleur-n10-20g,"La White Rhino 30% révèle une intensité profonde portée par un caractère puissant et affirmé. Une fleur N10 imposante, idéale pour une détente massive et durable.",110,,100,30,0.3,20,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-white-rhino.webp
nouveautes,Cherry Pie - 1g,cherry-pie-1g,TV-cherry-pie-1g,,3,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/01/fleur-cbd-cherry-pie.webp
nouveautes,Cherry Pie - 5g,cherry-pie-5g,TV-cherry-pie-5g,,15,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/01/fleur-cbd-cherry-pie.webp
nouveautes,Cherry Pie - 10g,cherry-pie-10g,TV-cherry-pie-10g,,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/01/fleur-cbd-cherry-pie.webp
nouveautes,Cherry Pie - 30g,cherry-pie-30g,TV-cherry-pie-30g,,72,,100,,0.3,30,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/01/fleur-cbd-cherry-pie.webp
nouveautes,Cherry Pie - 100g,cherry-pie-100g,TV-cherry-pie-100g,,220,,100,,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/01/fleur-cbd-cherry-pie.webp
nouveautes,Cana 30% - Fleur N10 1g,cana-30-fleur-n10-1g,TV-cana-30-fleur-n10-1g,"La Cana 30% révèle une intensité franche portée par un caractère naturel authentique. Une fleur N10 profonde et puissante, idéale pour une détente marquée et enveloppante.",6,,100,30,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-cana.webp
nouveautes,Cana 30% - Fleur N10 5g,cana-30-fleur-n10-5g,TV-cana-30-fleur-n10-5g,"La Cana 30% révèle une intensité franche portée par un caractère naturel authentique. Une fleur N10 profonde et puissante, idéale pour une détente marquée et enveloppante.",30,,100,30,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-cana.webp
nouveautes,Cana 30% - Fleur N10 10g,cana-30-fleur-n10-10g,TV-cana-30-fleur-n10-10g,"La Cana 30% révèle une intensité franche portée par un caractère naturel authentique. Une fleur N10 profonde et puissante, idéale pour une détente marquée et enveloppante.",60,,100,30,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-cana.webp
nouveautes,Cana 30% - Fleur N10 20g,cana-30-fleur-n10-20g,TV-cana-30-fleur-n10-20g,"La Cana 30% révèle une intensité franche portée par un caractère naturel authentique. Une fleur N10 profonde et puissante, idéale pour une détente marquée et enveloppante.",110,,100,30,0.3,20,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2026/02/fleur-n10-cana.webp
cbd,E-liquide Mango CBD 10ml 500mg,e-liquide-mango-cbd-10ml-500mg,TV-e-liquide-mango-cbd-10ml-500mg,"Découvrez notre savoureuse Mango Haze aux saveurs plus vraies que nature. L’arôme doux et légèrement sucré combiné à des notes naturelles de papaye et de fruits exotiques en font une variété appréciée de tous. Une odeur délicate, légère et non intrusive émane de chaque bouffée… Sachez l’apprécier.",15,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/05/eliquide-mango-haze-10ml.webp
cbd,E-liquide Mango CBD 10ml 1000mg,e-liquide-mango-cbd-10ml-1000mg,TV-e-liquide-mango-cbd-10ml-1000mg,"Découvrez notre savoureuse Mango Haze aux saveurs plus vraies que nature. L’arôme doux et légèrement sucré combiné à des notes naturelles de papaye et de fruits exotiques en font une variété appréciée de tous. Une odeur délicate, légère et non intrusive émane de chaque bouffée… Sachez l’apprécier.",20,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/05/eliquide-mango-haze-10ml.webp
cbd,E-liquide Ketama CBD 10ml 500mg,e-liquide-ketama-cbd-10ml-500mg,TV-e-liquide-ketama-cbd-10ml-500mg,"Un e-liquide au CBD Full Spectrum aux saveurs naturelles de chanvre. Respirez ses vapeurs et vous serez en un instant transporté au pied des montagnes de la cordillère du Rif au Maroc. Bluffant de réalisme, son goût « du terroir » en fait d’ores et déjà un must have.",15,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/05/eliquide-ketama-10ml.webp
cbd,E-liquide Ketama CBD 10ml 1000mg,e-liquide-ketama-cbd-10ml-1000mg,TV-e-liquide-ketama-cbd-10ml-1000mg,"Un e-liquide au CBD Full Spectrum aux saveurs naturelles de chanvre. Respirez ses vapeurs et vous serez en un instant transporté au pied des montagnes de la cordillère du Rif au Maroc. Bluffant de réalisme, son goût « du terroir » en fait d’ores et déjà un must have.",20,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/05/eliquide-ketama-10ml.webp
cbd,Aya 38% - 1g,aya-38-1g,TV-aya-38-1g,"L’Aya est une résine CBD ou hash facilement reconnaissable par sa couleur brune et sa texture particulière. Le hash Aya, une résine filtrée de qualité Premium, est disponible sous forme de plaquette et peut être commandé au poids selon vos préférences. Avec une subtile note boisée, le hash Aya associe des saveurs avec un fort effet relaxant. Cette résine est obtenue par extraction du CBD à l’aide de la méthode du CO2 Supercritique et présente un taux de CBD de 38%.",4,,100,38,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-cbd-aya.webp
cbd,Aya 38% - 5g,aya-38-5g,TV-aya-38-5g,"L’Aya est une résine CBD ou hash facilement reconnaissable par sa couleur brune et sa texture particulière. Le hash Aya, une résine filtrée de qualité Premium, est disponible sous forme de plaquette et peut être commandé au poids selon vos préférences. Avec une subtile note boisée, le hash Aya associe des saveurs avec un fort effet relaxant. Cette résine est obtenue par extraction du CBD à l’aide de la méthode du CO2 Supercritique et présente un taux de CBD de 38%.",20,,100,38,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-cbd-aya.webp
cbd,Aya 38% - 10g,aya-38-10g,TV-aya-38-10g,"L’Aya est une résine CBD ou hash facilement reconnaissable par sa couleur brune et sa texture particulière. Le hash Aya, une résine filtrée de qualité Premium, est disponible sous forme de plaquette et peut être commandé au poids selon vos préférences. Avec une subtile note boisée, le hash Aya associe des saveurs avec un fort effet relaxant. Cette résine est obtenue par extraction du CBD à l’aide de la méthode du CO2 Supercritique et présente un taux de CBD de 38%.",40,,100,38,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-cbd-aya.webp
cbd,Aya 38% - 50g,aya-38-50g,TV-aya-38-50g,"L’Aya est une résine CBD ou hash facilement reconnaissable par sa couleur brune et sa texture particulière. Le hash Aya, une résine filtrée de qualité Premium, est disponible sous forme de plaquette et peut être commandé au poids selon vos préférences. Avec une subtile note boisée, le hash Aya associe des saveurs avec un fort effet relaxant. Cette résine est obtenue par extraction du CBD à l’aide de la méthode du CO2 Supercritique et présente un taux de CBD de 38%.",185,,100,38,0.3,50,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-cbd-aya.webp
cbd,Aya 38% - 100g,aya-38-100g,TV-aya-38-100g,"L’Aya est une résine CBD ou hash facilement reconnaissable par sa couleur brune et sa texture particulière. Le hash Aya, une résine filtrée de qualité Premium, est disponible sous forme de plaquette et peut être commandé au poids selon vos préférences. Avec une subtile note boisée, le hash Aya associe des saveurs avec un fort effet relaxant. Cette résine est obtenue par extraction du CBD à l’aide de la méthode du CO2 Supercritique et présente un taux de CBD de 38%.",350,,100,38,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-cbd-aya.webp
cbd,Marocain 20% - 2g,marocain-20-2g,TV-marocain-20-2g,,4,,100,20,0.3,2,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/01/resine-cbd-marocain.webp
cbd,Marocain 20% - 5g,marocain-20-5g,TV-marocain-20-5g,,10,,100,20,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/01/resine-cbd-marocain.webp
cbd,Marocain 20% - 10g,marocain-20-10g,TV-marocain-20-10g,,20,,100,20,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/01/resine-cbd-marocain.webp
cbd,Huile CBD Full Spectrum 30%,huile-cbd-full-spectrum-30,TV-huile-cbd-full-spectrum-30,,45.00,,100,30,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/06/30-416x416.png
cbd,Blue Dream - 1g,blue-dream-1g,TV-blue-dream-1g,,4,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/fleur-blue-dream-cbd.webp
cbd,Blue Dream - 5g,blue-dream-5g,TV-blue-dream-5g,,20,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/fleur-blue-dream-cbd.webp
cbd,Blue Dream - 10g,blue-dream-10g,TV-blue-dream-10g,,40,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/fleur-blue-dream-cbd.webp
cbd,Bubba - 1g,bubba-1g,TV-bubba-1g,,3,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/12/fleur-white-bubba-cbd.webp
cbd,Bubba - 5g,bubba-5g,TV-bubba-5g,,15,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/12/fleur-white-bubba-cbd.webp
cbd,Bubba - 10g-5g-offerts,bubba-10g-5g-offerts,TV-bubba-10g-5g-offerts,,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/12/fleur-white-bubba-cbd.webp
cbd,Bubba - 30g,bubba-30g,TV-bubba-30g,,72,,100,,0.3,30,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/12/fleur-white-bubba-cbd.webp
cbd,Bubba - 100g,bubba-100g,TV-bubba-100g,,220,,100,,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/12/fleur-white-bubba-cbd.webp
cbd,Moonrock CBG - Fleur Transformée CBD 1g,moonrock-cbg-fleur-transformee-cbd-1g,TV-moonrock-cbg-fleur-transformee-cbd-1g,,5,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock-cbg.webp
cbd,Moonrock CBG - Fleur Transformée CBD 5g,moonrock-cbg-fleur-transformee-cbd-5g,TV-moonrock-cbg-fleur-transformee-cbd-5g,,30,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock-cbg.webp
cbd,Moonrock CBG - Fleur Transformée CBD 10g,moonrock-cbg-fleur-transformee-cbd-10g,TV-moonrock-cbg-fleur-transformee-cbd-10g,,50,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock-cbg.webp
cbd,Pink Violet - 5g,pink-violet-5g,TV-pink-violet-5g,,15,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/fleur-pink-violet-cbd.webp
cbd,Pink Violet - 10g-5g-offerts,pink-violet-10g-5g-offerts,TV-pink-violet-10g-5g-offerts,,30,45,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/fleur-pink-violet-cbd.webp
cbd,Tonic - 1g,tonic-1g,TV-tonic-1g,,3,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/06/fleur-cbd-cannatonic.webp
cbd,Tonic - 5g,tonic-5g,TV-tonic-5g,,15,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/06/fleur-cbd-cannatonic.webp
cbd,Tonic - 10g-5g-offerts,tonic-10g-5g-offerts,TV-tonic-10g-5g-offerts,,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/06/fleur-cbd-cannatonic.webp
cbd,Tonic - 30g,tonic-30g,TV-tonic-30g,,72,,100,,0.3,30,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/06/fleur-cbd-cannatonic.webp
cbd,Tonic - 100g,tonic-100g,TV-tonic-100g,,220,,100,,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/06/fleur-cbd-cannatonic.webp
cbd,Remedy - 10g,remedy-10g,TV-remedy-10g,,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/12/fleur-cbd-remedy.webp
cbd,Substitut feuilles de Chanvre 30g,substitut-feuilles-de-chanvre-30g,TV-substitut-feuilles-de-chanvre-30g,"Le substitut 100% CBD dévoile une douceur végétale relaxante, idéale pour apaiser l’esprit. Une alternative naturelle pensée pour instaurer un calme profond et agréable.",10,,100,,0.3,30,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/substitut-100-cbd.webp
cbd,Substitut feuilles de Chanvre 100g,substitut-feuilles-de-chanvre-100g,TV-substitut-feuilles-de-chanvre-100g,"Le substitut 100% CBD dévoile une douceur végétale relaxante, idéale pour apaiser l’esprit. Une alternative naturelle pensée pour instaurer un calme profond et agréable.",30,,100,,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2024/11/substitut-100-cbd.webp
cbd,Pineapple - 1g,pineapple-1g,TV-pineapple-1g,La fleur Pineapple au CBD est une expérience olfactive agréable. C’est une explosion de goût et d’arômes que seul l’ananas peut offrir.,3,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/fleur-cbd-pineapple.webp
cbd,Pineapple - 5g,pineapple-5g,TV-pineapple-5g,La fleur Pineapple au CBD est une expérience olfactive agréable. C’est une explosion de goût et d’arômes que seul l’ananas peut offrir.,15,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/fleur-cbd-pineapple.webp
cbd,Pineapple - 10g,pineapple-10g,TV-pineapple-10g,La fleur Pineapple au CBD est une expérience olfactive agréable. C’est une explosion de goût et d’arômes que seul l’ananas peut offrir.,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/fleur-cbd-pineapple.webp
cbd,Pineapple - 100g,pineapple-100g,TV-pineapple-100g,La fleur Pineapple au CBD est une expérience olfactive agréable. C’est une explosion de goût et d’arômes que seul l’ananas peut offrir.,220,,100,,0.3,100,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/fleur-cbd-pineapple.webp
cbd,Moonrock - Fleur Transformée CBD 1g,moonrock-fleur-transformee-cbd-1g,TV-moonrock-fleur-transformee-cbd-1g,,3,,100,,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock.webp
cbd,Moonrock - Fleur Transformée CBD 5g,moonrock-fleur-transformee-cbd-5g,TV-moonrock-fleur-transformee-cbd-5g,,20,,100,,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock.webp
cbd,Moonrock - Fleur Transformée CBD 10g,moonrock-fleur-transformee-cbd-10g,TV-moonrock-fleur-transformee-cbd-10g,,30,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/10/fleur-transformee-cbd-moonrock.webp
cbd,Chewing-gum CBD - Menthe,chewing-gum-cbd-menthe,TV-chewing-gum-cbd-menthe,,5.00,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/11/chewing-gum-menthe-greeneo-416x416.jpg
cbd,E-liquide OG Kush CBD 10ml 1000mg,e-liquide-og-kush-cbd-10ml-1000mg,TV-e-liquide-og-kush-cbd-10ml-1000mg,"Un arôme intense et terreux pour les connaisseurs, avec le vrai goût de la plante !",20,,100,,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/05/eliquide-og-kush-10ml.webp
cbd,Huile CBD Full Spectrum 40%,huile-cbd-full-spectrum-40,TV-huile-cbd-full-spectrum-40,,60.00,,100,40,0.3,,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2023/06/40-416x416.png
cbd,Résine Mystère CBD 10g,resine-mystere-cbd-10g,TV-resine-mystere-cbd-10g,,20,,100,,0.3,10,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/03/resine-mystere.webp
cbd,Super Pollen 25% - 1g,super-pollen-25-1g,TV-super-pollen-25-1g,,4,,100,25,0.3,1,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/07/resine-cbd-super-pollen.webp
cbd,Super Pollen 25% - 5g,super-pollen-25-5g,TV-super-pollen-25-5g,,20,,100,25,0.3,5,true,true,false,false,https://toucheverte.fr/wp-content/uploads/2025/07/resine-cbd-super-pollen.webp
